"","[0,5)","[5,10)","[10,15)","[15,20)","[20,25)","[25,30)","[30,35)","[35,40)","[40,45)","[45,50)","[50,55)","[55,60)","[60,65)","[65,70)","[70,75)","75+"
"[0,5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"[5,10)",0,0.320480519308692,0.0644406087978069,0.213762129081789,0.14908796260499,0.433314312106882,0.598945484855702,0.508928741064577,0.476930173112062,0.682451547076934,1.1345202613434,0.451719701179454,0.653562626185304,0.912932704077828,0.418100445435198,0.605877651072697
"[10,15)",0.804238095238095,1.45550793650794,0.201059523809524,0,0.201059523809524,2.01059523809524,1.59019444444444,2.08371428571429,0.603178571428571,0.383837301587301,0.402119047619047,1.7811746031746,0.584896825396825,0.201059523809524,0.402119047619047,0.201059523809524
"[15,20)",0,0,0,7.93034920634921,20.9342777777778,2.64247619047619,0,0.186373015873016,0,0,0,0.397404761904762,0,0,0,0
"[20,25)",0.153143435911541,0,0,1.08834455222617,4.72401523127827,0.505558061955693,0.479546596526893,0.40860765691436,0.294651468539761,0.355948776735895,0.408223514068379,0.141959991475,0.0742341164018375,0,0.133980415924991,0
"[25,30)",0.0691700591701265,0.0567553153162925,0.123934663917468,0.558621701622139,0.868168759875652,1.40188293425925,1.47663739307499,1.38266215717696,1.40981762754602,1.42452232096399,1.78196718701536,1.24874143105739,0.379427146696799,0.0565556858712398,0.249535751404038,0.06567315945597
"[30,35)",0.169665812321879,0.536659508806258,0.235320189572943,0.182236176250445,0.374574447803769,0.747945451418763,0.805747359411431,1.14188996629368,0.635377683680002,0.560358376917858,0.73360975567899,0.828999540838314,0.883530515404728,0.756509569044361,0.738675218822512,0.878123903975752
"[35,40)",0.440243417500526,0.440877036878579,0.204385786158021,0.246427115062994,0.777742792554234,1.31308575871127,2.02132672653921,1.98489590200225,1.33214403985803,1.33667072226627,1.77598275188323,1.25240649148371,0.905407549410605,0.767219234849821,0.232198154719034,0.439775853634966
"[40,45)",0.0771549562345194,0.245683590633876,0.464260020970564,0.33388179478237,0.492961992464917,1.41487068897025,1.12286265928624,1.5199475008461,1.02689184618682,0.976165276581153,0.842413176326896,1.22721765982107,0.846719466068473,0.930256698175742,0.525156952356882,0.607832935094474
"[45,50)",0,0.0414085692151726,0.151909449508809,0.374016037116905,0.292884497140738,0.421018553310791,0.329790288908653,0.490566442408017,0.588215232309872,0.801310887493304,1.05012966514647,0.287039823019501,0.189157040811629,0.384022816992678,0.199060773042171,0.202947496370542
"[50,55)",0.147249475138491,0.284113817489753,0.0500822729493256,0.176792355063996,0.701345383845894,1.00258847135113,1.12858522131944,1.02018091175076,1.15766809307643,1.58278208440824,3.49681792677128,2.25380651227548,0.783420886044646,0.395796047716674,0.0500822729493256,0.328257671363719
"[55,60)",0.058027849012445,0.163012321476275,0.0975763816590746,0.155143983789394,0.490822238909163,0.593743672895519,0.854007193323545,0.910485185143225,0.805262419938332,0.565316316250555,0.998490269272078,0.512961042978501,0.448073344265372,0.419789530930713,0.0474168703335104,0.297172384154724
"[60,65)",0,0.247417353013234,0,0.0427899693915124,0.178434239596021,0.251924833068627,0.530032867278377,0.803440668659335,0.538071332634232,0.558083421910618,0.462407508123266,0.489918679257227,0.770782955479026,0.552141727274125,0.292427362170611,1.00963269267927
"[65,70)",0.215413964417436,0.513394118815911,0.475292988674378,0.303007956395554,0.4036107673405,0.586160646305989,1.11836729911248,0.835900119653536,0.907497808678189,0.767299334876783,0.547645568577555,0.974938219107557,1.12532839822355,1.21470397112828,1.11518251871547,1.19991800697829
"[70,75)",0.196555281079181,0.312114669310762,0.214984826516294,0.259336482333817,0.231528617044602,1.22133931092476,1.16337004644175,1.26581652559687,0.9926237055935,0.61559173919924,0.720800151913441,0.897727510508043,1.07558446693274,1.2128321698271,0.624511899774694,0.908236361357791
"75+",0.184513391565288,0.19092231183424,0.0655593459082295,0.150928183777248,0.240386340909252,0.271518257876248,0.626459769280727,0.612963349505858,0.503925953544642,0.29020045629147,0.436987797184256,0.279282301653716,0.89255765875023,0.737310906661248,0.277469432658969,1.17215199664782
