"","[0,5)","[5,10)","[10,15)","[15,20)","[20,25)","[25,30)","[30,35)","[35,40)","[40,45)","[45,50)","[50,55)","[55,60)","[60,65)","[65,70)","[70,75)","75+"
"[0,5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"[5,10)",0.146700937950938,13.565407980908,3.86584754134754,0.631076035076035,1.8454579032079,3.50439435564435,1.48100105450105,3.03539693639694,2.22624628149628,0.3470999000999,0.154911727161727,0.798911421911422,0.3470999000999,0.930411893661894,0.493800838050838,0.141988067488067
"[10,15)",0.270060661560661,1.7013522033522,7.15318756243757,0.248335803085803,0.518396464646465,1.31076648351648,0.5988445998446,2.50286369186369,1.2088717948718,1.42430014430014,0.749208791208791,0.26560767010767,0.509608225108225,0.677394660894661,0.33323692973693,0
"[15,20)",0,0,0,3.37438691863692,1.83128640803641,1.11404012654013,1.95938257575758,0.564528971028971,1.14187388999889,0.805507298257298,0.654405969030969,0.509461427461428,0.113083916083916,0.356327783327783,0.206200549450549,0
"[20,25)",0.0523965133466614,0.104428347822974,0.0523965133466614,0.224684455724746,1.48579852597171,1.35884489202951,1.41507122969415,1.08367238064872,0.806211857872939,0.566115122194379,0.479030832730663,0.103036461473506,0.207626436341251,0.214656226031032,0.155026754002391,0
"[25,30)",0.168239218365335,0.490975775421975,1.59373161148485,0.573207474799906,2.07754547325659,2.84658447360011,3.32734028695069,1.70651485311781,1.16751945699636,0.79552512845069,0.882860621041235,0.424737914240635,0.298359000832818,0.118438678630661,0.0636170706075809,0.0554053528519014
"[30,35)",0.222787150932812,0.225864111941175,0.285349690981088,0.485740900623883,1.90479080625785,2.89652526021483,2.70847013647567,2.20639684943731,1.49655076325647,1.24642172857743,0.94849932663632,0.551927460899533,0.341865726257091,0.414278210837812,0.184307603465627,0.174872689684949
"[35,40)",0.298181594326761,0.361047828542689,0.134901670958513,1.19284920286419,3.38027406632502,1.79741305549332,2.35598796178529,2.30338792822967,1.65832142981661,1.29241957157675,1.05406038187489,0.731442882412098,0.470603872182418,0.578441597416218,0.197646859549931,0.652207534189037
"[40,45)",0.240147927138226,0.45988741500975,1.85753175857811,0.466237485611063,1.29648167324162,2.23514743937716,2.6241338123547,2.39728993818432,2.10516127413806,1.54305259803471,1.38514120835473,1.12676795730598,0.759188274733459,0.680949367887303,0.65432849724801,0.165263340848722
"[45,50)",0.844395000846204,0.292363406459494,0.0902653911600284,0.165129761625679,1.0978557545373,1.71170848439654,2.06372424311167,1.50262388376192,1.49112237018073,1.14975360576485,1.3655165088879,1.04985930391656,0.51257794911002,0.594258981333109,0.422361737492978,0.325083993271472
"[50,55)",0.276492445404585,0.194965544627737,0.076197376556399,0.337669585095721,0.399916708962243,0.918952382246852,1.2566831955981,1.2200315325028,1.10457810022936,0.830025603892702,1.10384250730383,0.880039810998383,1.03071355891485,0.505434937767464,0.152874623358109,0.2263070600443
"[55,60)",0.0926378246238852,0.404379904788618,0.0449428120084743,0.351084271242029,0.506994249633695,1.13108231008269,2.55076874534808,2.50467820389876,1.81866542631522,2.09072091467847,2.97105854932555,2.28690683330128,0.798474970554969,0.781114216881346,0.532245946303006,0.287128496369783
"[60,65)",0.160290682915296,0.154871133295669,0.250152344473552,0.320605276603341,0.204397764000705,0.13626517600047,0.269284318192987,0.821923134227314,0.655113061645956,0.203341312239532,0.306972186825902,0.518364745806309,0.91971820078786,0.574459252864439,0,0.383382824090254
"[65,70)",0.221717879342879,0.193606643356643,0.323793373293373,0.105434176934177,0.29904082029082,1.07256016206016,0.404474997224997,0.73849623987124,0.898766053391054,0.646649364524365,0.105434176934177,0.782913766788767,1.04627536352536,1.25948862248862,0.145371045621046,0.154375985125985
"[70,75)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
